web-scraper-order,web-scraper-start-url,details,prix,adresse,image link,image link-href
"1706212160-1","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa meublée 3 Pièces 1000 m² - Ngaparou","235 000 000CFA","Thies, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-meublee-3-pieces-1000-m-ngaparou-3401646"
"1706212160-2","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa meublée  6 pièces - Ngaparou","125 000 000CFA","Thies, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-meublee-6-pieces-ngaparou-3401612"
"1706212160-3","https://sn.coinafrique.com/categorie/villas?page=50","Location villa 5 pièces - Sipresse","800 000CFA","Hann Bel-Air, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-sipresse-3401084"
"1706212160-4","https://sn.coinafrique.com/categorie/villas?page=50","Vente villas 4 pièces - Mbour","Prix sur demande","Mbour, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-mbour-3350903"
"1706212160-5","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa 6 pièces - Diamalaye Yoff","260 000 000CFA","Yoff, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-diamalaye-yoff-3352743"
"1706212160-6","https://sn.coinafrique.com/categorie/villas?page=50","Location villa 8 pièces - Mermoz sotrac","3 000 000CFA","Yoff, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-mermoz-sotrac-3351141"
"1706212160-7","https://sn.coinafrique.com/categorie/villas?page=50","Location Villa 4 Pièces - Zone de Mbao","200 000CFA","Mbao, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-zone-de-mbao-3400854"
"1706212160-8","https://sn.coinafrique.com/categorie/villas?page=50","Location villa - Cité Gadaye","300 000CFA","Guediawaye, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-cite-gadaye-3400705"
"1706212160-9","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa - Grand yoff","35 000 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-grand-yoff-3400584"
"1706212160-10","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa - Khar yalla","38 000 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-khar-yalla-3400582"
"1706212160-11","https://sn.coinafrique.com/categorie/villas?page=50","Location villa 10 pièces - Nord foire","800 000CFA","Yoff, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-nord-foire-3400506"
"1706212160-12","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa 4 places - Keur Massar","27 000 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-places-keur-massar-3400204"
"1706212160-13","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa 4 pièces - Thiaroye","25 000 000CFA","Pikine, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-thiaroye-3399845"
"1706212160-14","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa 420 m² - Saly Mbour","2 000 000 000CFA","Hann Bel-Air, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-420-m-saly-mbour-3399080"
"1706212160-15","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa 4 pièces - Mbour","200 000 000CFA","Mbour, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-mbour-3399060"
"1706212160-16","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa 400 m² - Rufisque","31 000 000CFA","Rufisque, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-400-m-rufisque-3398957"
"1706212160-17","https://sn.coinafrique.com/categorie/villas?page=50","Location villa R+1 - Ouakam","2 000 000CFA","Ouakam, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-r1-ouakam-3350068"
"1706212160-18","https://sn.coinafrique.com/categorie/villas?page=50","Location Villa R+2 - Mamelles Cité Cheikh Amar","17 500 000CFA","Almadies, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-r2-mamelles-cite-cheikh-amar-3348791"
"1706212160-19","https://sn.coinafrique.com/categorie/villas?page=50","Location villa duplex R+2 - Almadies","185 000 000CFA","Ngor, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-r2-almadies-3349977"
"1706212160-20","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa duplex R+2 - Ngor Almadies","185 000 000CFA","Ngor, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-duplex-r2-ngor-almadies-3349995"
"1706212160-21","https://sn.coinafrique.com/categorie/villas?page=50","Location Villa 05 pièces - Mermoz Sacré Coeur","1 800 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-mermoz-sacre-coeur-3350481"
"1706212160-22","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa inachevée - Tivaouane Peul","Prix sur demande","Cambérène, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-inachevee-tivaouane-peul-3397879"
"1706212160-23","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa r+2 - Parcelles Assainies","50 000 000CFA","Parcelle Assainies, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-parcelles-assainies-3397845"
"1706212160-24","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa 4 pièces - Niankoul Rab","18 000 000CFA","Parcelle Assainies, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-niankoul-rab-3397601"
"1706212160-25","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa 4 pièces - Guédiawaye","40 000 000CFA","Guediawaye, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-guediawaye-3397467"
"1706212160-26","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa 600 m² - Mbour","120 000 000CFA","Mbour, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-600-m-mbour-3396865"
"1706212160-27","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa basse  6 pièces - Malika Montagne","20 000 000CFA","Dakar-Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-basse-6-pieces-malika-montagne-3395080"
"1706212160-28","https://sn.coinafrique.com/categorie/villas?page=50","Location villa 7 pièces  - Mamelles","1 700 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mamelles-3372062"
"1706212160-29","https://sn.coinafrique.com/categorie/villas?page=50","Location villa R+3 - Corniche almadies","13 000 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-r3-corniche-almadies-3363975"
"1706212160-30","https://sn.coinafrique.com/categorie/villas?page=50","Location villa 5 pièces - Almadies","13 000 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3346031"
"1706212160-31","https://sn.coinafrique.com/categorie/villas?page=50","Location villa  7 pièces - Ngor Almadies","2 000 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-ngor-almadies-3346040"
"1706212160-32","https://sn.coinafrique.com/categorie/villas?page=50","Location villa 5 pièces - Ouest Foire","850 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-ouest-foire-3345709"
"1706212160-33","https://sn.coinafrique.com/categorie/villas?page=50","Location villa 4 pièces","450 000CFA","Saly, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-3394100"
"1706212160-34","https://sn.coinafrique.com/categorie/villas?page=50","Vente villas 4 pièces - Saly","300 000 000CFA","Saly, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-saly-3393858"
"1706212160-35","https://sn.coinafrique.com/categorie/villas?page=50","Location Villa 15 pièces - Rufisque","1 500 000CFA","Rufisque, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-15-pieces-rufisque-3393326"
"1706212160-36","https://sn.coinafrique.com/categorie/villas?page=50","Vente Maison 4 Pièces 200 m² - Ndiawsir","10 500 000CFA","Saint Louis, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-maison-4-pieces-200-m-ndiawsir-3392560"
"1706212160-37","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa 4 pièces - Guediawaye","30 000 000CFA","Guediawaye, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-guediawaye-3392407"
"1706212160-38","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa 1000 m² - Saly","Prix sur demande","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-1000-m-saly-3392137"
"1706212160-39","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa 2500 m² - Ndiassane","13 000 000CFA","Thies, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-2500-m-ndiassane-3390982"
"1706212160-40","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa 20 Pièces 300 m² - Dakar","145 000 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-20-pieces-300-m-dakar-3390769"
"1706212160-41","https://sn.coinafrique.com/categorie/villas?page=50","Location Villas 4 pièces - Ouakam","300 000CFA","Ouakam, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-ouakam-3390647"
"1706212160-42","https://sn.coinafrique.com/categorie/villas?page=50","Vente villas 6 pièces - Dakar","80 000 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-dakar-3390242"
"1706212160-43","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa R+3 - Grand dakar","75 000 000CFA","HLM, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r3-grand-dakar-3390215"
"1706212160-44","https://sn.coinafrique.com/categorie/villas?page=50","Vente Maison - Tivaouane","Prix sur demande","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-maison-tivaouane-3389139"
"1706212160-45","https://sn.coinafrique.com/categorie/villas?page=50","Location villas 3 pièces - Mbour","450 000CFA","Mbour, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villas-3-pieces-mbour-3388562"
"1706212160-46","https://sn.coinafrique.com/categorie/villas?page=50","Location villa 6 pièces - Yoff Djily","1 600 000CFA","Yoff, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-yoff-djily-3337643"
"1706212160-47","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa 4 pièces - Songon","100 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-songon-3387982"
"1706212160-48","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa 264 m2 - Liberté","125 000 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-264-m2-liberte-3387974"
"1706212160-49","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa r+3 - Grand Dakar Rue 10","76 000 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r3-grand-dakar-rue-10-3387191"
"1706212160-50","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa 5 pièces  - Saly darou","85 000 000CFA","Mbour, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-saly-darou-3386928"
"1706212160-51","https://sn.coinafrique.com/categorie/villas?page=50","Location Villa 5 pièces - Ngor","700 000CFA","Ngor, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-ngor-3385803"
"1706212160-52","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa 3 pièces - Mbour","184 049 528CFA","Mbour, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-mbour-3385618"
"1706212160-53","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa - Ngaparou","70 000 000CFA","Thies, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-ngaparou-3337744"
"1706212160-54","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa 4 pièces - Mariste","220 000 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-mariste-3337782"
"1706212160-55","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa 6 pièecs - Keur Massar","45 000 000CFA","Keur Massar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieecs-keur-massar-3385450"
"1706212160-56","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa F6 - Ouest Foire","240 000 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-f6-ouest-foire-3384064"
"1706212160-57","https://sn.coinafrique.com/categorie/villas?page=50","Location Villa 3 pièces - Saly","110 000CFA","Saly, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-saly-3383988"
"1706212160-58","https://sn.coinafrique.com/categorie/villas?page=50","Location Villa 2 pièces - Saly","80 000CFA","Saly, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-2-pieces-saly-3383965"
"1706212160-59","https://sn.coinafrique.com/categorie/villas?page=50","Location Villa 5 pièces - Mermoz","Prix sur demande","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-3383776"
"1706212160-60","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa 9 pièces - Dakar","60 000 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-dakar-3383727"
"1706212160-61","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa R+2 - Parcelles Assinies U4","100 000 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-parcelles-assinies-u4-3383450"
"1706212160-62","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa 3 pièces - Keur Massar","Prix sur demande","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-keur-massar-3383329"
"1706212160-63","https://sn.coinafrique.com/categorie/villas?page=50","Location villa R+1 - Sacré coeur 3","1 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-r1-sacre-coeur-3-3334273"
"1706212160-64","https://sn.coinafrique.com/categorie/villas?page=50","Location villa 5 pièces - Ouest Foire","850 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-ouest-foire-3333893"
"1706212160-65","https://sn.coinafrique.com/categorie/villas?page=50","Location Villa r+2 - Almadies","600 000 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-r2-almadies-3383065"
"1706212160-66","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa r+2 - Almadies","325 000 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-almadies-3383064"
"1706212160-67","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa 8 pièces - Rufisque","30 000 000CFA","Rufisque, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-rufisque-3383020"
"1706212160-68","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa 2 pièces - Niacourab Keur Massar","14 000 000CFA","Keur Massar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-2-pieces-niacourab-keur-massar-3382965"
"1706212160-69","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa 4 Pièces - Keur Massar","13 000 000CFA","Keur Massar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-3382951"
"1706212160-70","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa 4 pièces - Thiaroye Azur","Prix sur demande","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-thiaroye-azur-3382867"
"1706212160-71","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa r+2 - Mamelles","200 000 000CFA","Ouakam, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-mamelles-3382219"
"1706212160-72","https://sn.coinafrique.com/categorie/villas?page=50","Location villa 7 pièces -Mamelles","1 000 000CFA","Mamelles, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mamelles-3334986"
"1706212160-73","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa 6 pièces - Thies","76 000 000CFA","Thies, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-thies-3381427"
"1706212160-74","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa r+3 - Grand Dakar Rue 10","76 000 000CFA","HLM, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r3-grand-dakar-rue-10-3380039"
"1706212160-75","https://sn.coinafrique.com/categorie/villas?page=50","Vente Villa 4 pièces - Thies","23 000 000CFA","Thies, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-thies-3380027"
"1706212160-76","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa - Toubab Dialaw","120 000 000CFA","Toubab Dialao, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-toubab-dialaw-3379738"
"1706212160-77","https://sn.coinafrique.com/categorie/villas?page=50","Location Villa meublée 6 pièces - Yoff","1 400 000CFA","Mamelles, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-6-pieces-yoff-3379733"
"1706212160-78","https://sn.coinafrique.com/categorie/villas?page=50","Location villa 3 pièces - Saly","Prix sur demande","Saly, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-saly-3379625"
"1706212160-79","https://sn.coinafrique.com/categorie/villas?page=50","Vente maison - Somone","120 000 000CFA","Saly, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-maison-somone-3379370"
"1706212160-80","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa R+1 - Sicap Foire","120 000 000CFA","Sicap-Liberté, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-sicap-foire-3378658"
"1706212160-81","https://sn.coinafrique.com/categorie/villas?page=50","Location villa 600m2 - Mbour","120 000 000CFA","Mbour, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-600m2-mbour-3377792"
"1706212160-82","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa - Guediawaye","70 000 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-guediawaye-3376780"
"1706212160-83","https://sn.coinafrique.com/categorie/villas?page=50","Vente villa R+1 - Mahalia","64 900 000CFA","Rufisque, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-mahalia-3376669"
"1706212160-84","https://sn.coinafrique.com/categorie/villas?page=50","Location Villa 3 pièces - Rufisque","150 000CFA","Rufisque, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-rufisque-3375970"
"1706212164-85","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa r+3 - Dakar","65 000 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r3-dakar-3429668"
"1706212164-86","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa 7 pièces - Guediawaye","17 000 000CFA","Guediawaye, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-guediawaye-3429544"
"1706212164-87","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 4 pièces - Guédiaway","40 000 000CFA","Guediawaye, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-guediaway-3429355"
"1706212164-88","https://sn.coinafrique.com/categorie/villas?page=49","Location villa 6 pièces - Almadies","2 500 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3429256"
"1706212164-89","https://sn.coinafrique.com/categorie/villas?page=49","Location villa 4 pièces - Mbour","100 000CFA","Mbour, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-mbour-3429138"
"1706212164-90","https://sn.coinafrique.com/categorie/villas?page=49","Location villa 4 pièces - Mbour","600 000CFA","Mbour, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-mbour-3428956"
"1706212164-91","https://sn.coinafrique.com/categorie/villas?page=49","Vente appartement - Sicap Liberté","15 000 000CFA","Ngor, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-appartement-sicap-liberte-3428938"
"1706212164-92","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa r+2 - Ouakam","165 000 000CFA","Ouakam, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-ouakam-3428441"
"1706212164-93","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa - Ngaparou","350 000 000CFA","Mbour, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-ngaparou-3428178"
"1706212164-94","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa  4 pièces - Kounoune","16 000 000CFA","Point E, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-kounoune-3426998"
"1706212164-95","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 3 pièces - Guediawaye","Prix sur demande","Guediawaye, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-guediawaye-3426996"
"1706212164-96","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 14 pièces - Keur Massar","65 000 000CFA","Keur Massar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-14-pieces-keur-massar-3426548"
"1706212164-97","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa - Yoff","500 000 000CFA","Yoff, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-yoff-3426225"
"1706212164-98","https://sn.coinafrique.com/categorie/villas?page=49","Vente villas 7 pièces - guediawaye","175 000 000CFA","Guediawaye, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villas-7-pieces-guediawaye-3426165"
"1706212164-99","https://sn.coinafrique.com/categorie/villas?page=49","Location villa 10 pièces - Mbao ville","400 000CFA","Mbao, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-mbao-ville-3425938"
"1706212164-100","https://sn.coinafrique.com/categorie/villas?page=49","Location villa 7 pièces - Yoff","1 500 000CFA","Yoff, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-yoff-3425856"
"1706212164-101","https://sn.coinafrique.com/categorie/villas?page=49","Location Villa 7 Pièces - Dakar Plateau","Prix sur demande","Dakar Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-dakar-plateau-3425282"
"1706212164-102","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa - Mbour","120 000 000CFA","Mbour, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-mbour-3424481"
"1706212164-103","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 7 pièces  - Cité Keur Gorgui","320 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-cite-keur-gorgui-3375117"
"1706212164-104","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa R+4 - Liberté 6","257 000 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-r4-liberte-6-3423783"
"1706212164-105","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa  - Rufisque","40 000 000CFA","Rufisque, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-rufisque-3423525"
"1706212164-106","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa  4 pièces - Keur Massar","40 000 000CFA","Mbao, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-3423304"
"1706212164-107","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa 8 pièces - Parcelle Assainies","120 000 000CFA","Parcelle Assainies, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-parcelle-assainies-3423127"
"1706212164-108","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa 4 pièces - Saly","145 000 000CFA","Saly, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-saly-3423103"
"1706212164-109","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 4 pièces - Ngor","198 000 000CFA","Ngor, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-ngor-3373489"
"1706212164-110","https://sn.coinafrique.com/categorie/villas?page=49","Vente Villa - Diamagueune Sicap Mbao","8 000 000CFA","Mbao, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-diamagueune-sicap-mbao-3421368"
"1706212164-111","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 4 pièces - Somone","75 000 000CFA","Saly, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-somone-3421339"
"1706212164-112","https://sn.coinafrique.com/categorie/villas?page=49","Vente villa 4 pièces - Front de terre","120 000 000CFA","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-front-de-terre-3421316"
"1706212164-113","https://sn.coinafrique.com/categorie/villas?page=49","Location Villa 5 pièces - Ouest Foire","400 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-ouest-foire-3421300"
