web-scraper-order,web-scraper-start-url,details,prix,adresse,image link,image link-href
"1706212340-2618","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa 3 pièces - Saly Niakh Niakhal","75 000 000CFA","Saly, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-saly-niakh-niakhal-4163856"
"1706212340-2619","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa R+1 - Scat Urbam","175 000 000CFA","Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-scat-urbam-4163138"
"1706212340-2620","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa  - Zac Mbao","32 000 000CFA","Mbao, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-zac-mbao-4125058"
"1706212340-2621","https://sn.coinafrique.com/categorie/villas?page=19","Location villa 5 pièces - Mamelles","1 700 000CFA","Mamelles, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mamelles-4122752"
"1706212340-2622","https://sn.coinafrique.com/categorie/villas?page=19","Location villa 7 piéces - Cité Sonatel Zac Mbao","400 000CFA","Rufisque, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-cite-sonatel-zac-mbao-4125203"
"1706212340-2623","https://sn.coinafrique.com/categorie/villas?page=19","vente maison  -  Cité Alioun Sow Golf","400 000 000CFA","Mamelles, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-maison-cite-alioun-sow-golf-4162253"
"1706212340-2624","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa 2 pièces  - Bambilor Cité des Akys","20 000 000CFA","Lac rose, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-2-pieces-bambilor-cite-des-akys-4161807"
"1706212340-2625","https://sn.coinafrique.com/categorie/villas?page=19","Vente villas 3 pièces - Sicap Liberté","75 000 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villas-3-pieces-sicap-liberte-4124488"
"1706212340-2626","https://sn.coinafrique.com/categorie/villas?page=19","Vente Villa 4 pièces - Mbour sally","50 000 000CFA","Mamelles, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-mbour-sally-4161149"
"1706212340-2627","https://sn.coinafrique.com/categorie/villas?page=19","Vente maison - Cité Mbackiyou Faye","350 000 000CFA","Ouakam, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-maison-cite-mbackiyou-faye-4160955"
"1706212340-2628","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa 6 pièces - Saly","550 000 000CFA","Saly, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-saly-4160642"
"1706212340-2629","https://sn.coinafrique.com/categorie/villas?page=19","Location villas 2 pièces - Saly","225 000CFA","Saly, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villas-2-pieces-saly-4160627"
"1706212340-2630","https://sn.coinafrique.com/categorie/villas?page=19","Location villa R+2 - Mermoz Battrain","1 800 000CFA","Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-r2-mermoz-battrain-4159863"
"1706212340-2631","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa 3 pièces - Saly","75 000 000CFA","Saly, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-saly-4159663"
"1706212340-2632","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa 4 pièces - Zac Mbao Rufisque","58 000 000CFA","Mbao, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-zac-mbao-rufisque-4122744"
"1706212340-2633","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa 6 pièces - Bambilor","75 000 000CFA","Lac rose, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-bambilor-4159513"
"1706212340-2634","https://sn.coinafrique.com/categorie/villas?page=19","Vente villas 6 pièces  - Dakar Keur Massar","44 000 000CFA","Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-dakar-keur-massar-4159440"
"1706212340-2635","https://sn.coinafrique.com/categorie/villas?page=19","Location villa duplex 5 pièces  -  Liberté 6 extension","1 000 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-5-pieces-liberte-6-extension-4159105"
"1706212340-2636","https://sn.coinafrique.com/categorie/villas?page=19","Location villa R+2 - Mamelles","2 200 000CFA","Mamelles, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-r2-mamelles-4121657"
"1706212340-2637","https://sn.coinafrique.com/categorie/villas?page=19","Vente villas 5 pièces - Niague","15 000 000CFA","Keur Massar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-niague-4158781"
"1706212340-2638","https://sn.coinafrique.com/categorie/villas?page=19","Vente  villa 4 pièces -  Cité Apix","93 000 000CFA","Keur Massar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-cite-apix-4158772"
"1706212340-2639","https://sn.coinafrique.com/categorie/villas?page=19","Location villas 4 pièces - Yoff virage","800 000CFA","Yoff, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-yoff-virage-4158298"
"1706212340-2640","https://sn.coinafrique.com/categorie/villas?page=19","Vente  villa - Keur Massar","110 000 000CFA","Keur Massar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-4158286"
"1706212340-2641","https://sn.coinafrique.com/categorie/villas?page=19","Vente villas 4 pièces - Touba","14 000 000CFA","Touba, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-touba-4157985"
"1706212340-2642","https://sn.coinafrique.com/categorie/villas?page=19","Location villa 4 pièces - Mamelle","1 500 000CFA","Mamelles, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-mamelle-4157918"
"1706212340-2643","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa - Dieupeul Dercklé","Prix sur demande","Sicap Liberté, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-dieupeul-derckle-4157152"
"1706212340-2644","https://sn.coinafrique.com/categorie/villas?page=19","Location studio - Dakar Plateau","250 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-studio-dakar-plateau-4119792"
"1706212340-2645","https://sn.coinafrique.com/categorie/villas?page=19","Location appartement F3 - Dakar Plateau","360 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-appartement-f3-dakar-plateau-4119756"
"1706212340-2646","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa R+1 - Keur Massar","Prix sur demande","Keur Massar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-keur-massar-4156419"
"1706212340-2647","https://sn.coinafrique.com/categorie/villas?page=19","Location villa 5 pièces - Almadies","1 500 000CFA","Almadies, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-4115015"
"1706212340-2648","https://sn.coinafrique.com/categorie/villas?page=19","Location villa 8 piéces - Mermoz","3 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-mermoz-4114263"
"1706212340-2649","https://sn.coinafrique.com/categorie/villas?page=19","Location villa 6 pièces - Mermoz - Sacré coeur","1 800 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-coeur-4113045"
"1706212340-2650","https://sn.coinafrique.com/categorie/villas?page=19","Location villa 6 pièces - Mamelles","1 500 000CFA","Mamelles, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mamelles-4112646"
"1706212340-2651","https://sn.coinafrique.com/categorie/villas?page=19","Location villa 9 piéces - Cité des Magistrats","1 200 000CFA","Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-cite-des-magistrats-4116297"
"1706212340-2652","https://sn.coinafrique.com/categorie/villas?page=19","Location villa 8 piéces - Dakar - Ouackam","3 000 000CFA","Ouakam, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-dakar-ouackam-4114928"
"1706212340-2653","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa 9 pièces -  Zac Mbao","65 000 000CFA","Keur Massar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-zac-mbao-4123960"
"1706212340-2654","https://sn.coinafrique.com/categorie/villas?page=19","Location villa 7 pièces - Mbao","800 000CFA","Mbao, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mbao-4111288"
"1706212340-2655","https://sn.coinafrique.com/categorie/villas?page=19","Location villa meublée 4 piéces - Sacré cœur 3","75 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-4-pieces-sacre-cur-3-4111092"
"1706212340-2656","https://sn.coinafrique.com/categorie/villas?page=19","Location villa 5 pièces - Mermoz-Sacré coeur","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-sacre-coeur-4114072"
"1706212340-2657","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa 5 pièces  - Saly centre","360 000 000CFA","Saly, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-saly-centre-4151153"
"1706212340-2658","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa 3 pièces - Mbour Warang","65 000 000CFA","Mbour, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-mbour-warang-4150963"
"1706212340-2659","https://sn.coinafrique.com/categorie/villas?page=19","Location villa 6 pièces - Mermoz Batrain","1 500 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-batrain-4112096"
"1706212340-2660","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa 4 piéces - Cité Aliou Sow","85 000 000CFA","Guediawaye, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-cite-aliou-sow-4111121"
"1706212340-2661","https://sn.coinafrique.com/categorie/villas?page=19","Location villa duplex 6 piéces - Sacré cœur 3","700 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-6-pieces-sacre-cur-3-4111129"
"1706212340-2662","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa - Ngor Almadie","550 000 000CFA","Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villa-ngor-almadie-4109304"
"1706212340-2663","https://sn.coinafrique.com/categorie/villas?page=19","Location villa 10 pièces - Almadies","3 000 000CFA","Almadies, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-almadies-4109971"
"1706212340-2664","https://sn.coinafrique.com/categorie/villas?page=19","Location villa 7 pièces - Almadies","2 500 000CFA","Almadies, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-almadies-4106515"
"1706212340-2665","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa R+1 - Golf","85 000 000CFA","Guediawaye, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-golf-4109956"
"1706212340-2666","https://sn.coinafrique.com/categorie/villas?page=19","Location villa R+2 - Mamelles","1 500 000CFA","Mamelles, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-r2-mamelles-4109762"
"1706212340-2667","https://sn.coinafrique.com/categorie/villas?page=19","Vente maison - Zac Mbao","35 000 000CFA","Rufisque, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-maison-zac-mbao-4147707"
"1706212340-2668","https://sn.coinafrique.com/categorie/villas?page=19","Vente villas 3 pièces - Keur Massar","19 000 000CFA","Keur Massar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villas-3-pieces-keur-massar-4147501"
"1706212340-2669","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa 5 pièces - Saly Bambara","95 000 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-saly-bambara-4147205"
"1706212340-2670","https://sn.coinafrique.com/categorie/villas?page=19","Vente domaine - Bayakh","Prix sur demande","Thies, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-domaine-bayakh-4147014"
"1706212340-2671","https://sn.coinafrique.com/categorie/villas?page=19","Location villa 5 pièces - Mbao","750 000CFA","Mbao, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mbao-4105680"
"1706212340-2672","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa 6 pièces - Almadies","950 000 000CFA","Almadies, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-almadies-4146440"
"1706212340-2673","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa R+3 - Cité Soprim","550 000 000CFA","Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villa-r3-cite-soprim-4108492"
"1706212340-2674","https://sn.coinafrique.com/categorie/villas?page=19","Location villa 7 pièces - Mamelles","1 300 000CFA","Mamelles, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mamelles-4108482"
"1706212340-2675","https://sn.coinafrique.com/categorie/villas?page=19","Vente villas 4 pièces - Ngaparou","75 000 000CFA","Ngaparou, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-ngaparou-4145951"
"1706212340-2676","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa 7 pièces - Ngaparou","175 000 000CFA","Ngaparou, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-ngaparou-4145947"
"1706212340-2677","https://sn.coinafrique.com/categorie/villas?page=19","Location Maison 4 pièces - Bambilor","75 000CFA","Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-maison-4-pieces-bambilor-4145059"
"1706212340-2678","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa 5 pièces - Keur Massar","45 000 000CFA","Keur Massar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-keur-massar-4144475"
"1706212340-2679","https://sn.coinafrique.com/categorie/villas?page=19","Vente villas 4 pièces - Ouest Foire","70 000 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-ouest-foire-4144365"
"1706212340-2680","https://sn.coinafrique.com/categorie/villas?page=19","Vente villas 5 pièces - Saly","120 000 000CFA","Saly, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-saly-4144065"
"1706212340-2681","https://sn.coinafrique.com/categorie/villas?page=19","Vente maison  -  Keur Massar","120 000 000CFA","Mamelles, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-maison-keur-massar-4143760"
"1706212340-2682","https://sn.coinafrique.com/categorie/villas?page=19","Vente maison R+1  -  Keur Massar","70 000 000CFA","Mamelles, Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-maison-r1-keur-massar-4143753"
"1706212340-2683","https://sn.coinafrique.com/categorie/villas?page=19","Location villa R+2 - Mermoz Battrain","1 800 000CFA","Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-r2-mermoz-battrain-4143111"
"1706212340-2684","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa résidentielle - Marrakech Maroc","Prix sur demande","Dakar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villa-residentielle-marrakech-maroc-4105222"
"1706212340-2685","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa - Saly","80 000 000CFA","Saly, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villa-saly-4103605"
"1706212340-2686","https://sn.coinafrique.com/categorie/villas?page=19","Location villa - Keur Massar","175 000CFA","Keur Massar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/location-villa-keur-massar-4103589"
"1706212340-2687","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa 5 pièces - Parcelle Assainie Unité 05 Keur Mass...","40 000 000CFA","Keur Massar, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-parcelle-assainie-unite-05-keur-massar-4104299"
"1706212340-2688","https://sn.coinafrique.com/categorie/villas?page=19","Vente villa 6 pièces - Saly","125 000 000CFA","Saly, Sénégal","favorite_border10mois","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-saly-4140127"
"1706212345-2689","https://sn.coinafrique.com/categorie/villas?page=18","Location villa R+1 6 pièces - Cité mourtada","1 500 000CFA","Sipres, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-r1-6-pieces-cite-mourtada-4188162"
"1706212345-2690","https://sn.coinafrique.com/categorie/villas?page=18","Vente villas 4 pièces - Sipres","22 000 000CFA","Sipres, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-sipres-4187814"
"1706212345-2691","https://sn.coinafrique.com/categorie/villas?page=18","Vente villa - Fann Résidence","Prix sur demande","Fann, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-fann-residence-4151682"
"1706212345-2692","https://sn.coinafrique.com/categorie/villas?page=18","Vente villas 9 pièces - Mbao","60 000 000CFA","Mbao, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villas-9-pieces-mbao-4187354"
"1706212345-2693","https://sn.coinafrique.com/categorie/villas?page=18","Vente villas 5 pièces - Golf Dakar","35 000 000CFA","Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-golf-dakar-4187352"
"1706212345-2694","https://sn.coinafrique.com/categorie/villas?page=18","Vente villas  10 pièces - Dakar","55 000 000CFA","Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villas-10-pieces-dakar-4187337"
"1706212345-2695","https://sn.coinafrique.com/categorie/villas?page=18","Location villa meublée 3 pièces","25 000CFA","Mamelles, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-3-pieces-4153546"
"1706212345-2696","https://sn.coinafrique.com/categorie/villas?page=18","Vente villas 8 pièces - Mbao","160 000 000CFA","Mbao, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villas-8-pieces-mbao-4149803"
"1706212345-2697","https://sn.coinafrique.com/categorie/villas?page=18","Vente villa duplex - Ouest Foire","130CFA","Ouest Foire, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-duplex-ouest-foire-4186594"
"1706212345-2698","https://sn.coinafrique.com/categorie/villas?page=18","Vente villas 10 pièces - Keur Massar","42 000 000CFA","Keur Massar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villas-10-pieces-keur-massar-4149795"
"1706212345-2699","https://sn.coinafrique.com/categorie/villas?page=18","Vente villas 5 pièces - Keur Massar","30 000 000CFA","Keur Massar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-keur-massar-4149791"
"1706212345-2700","https://sn.coinafrique.com/categorie/villas?page=18","Location villa duplex f5 - Yoff Virage","2 250 000CFA","Yoff, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-f5-yoff-virage-4149480"
"1706212345-2701","https://sn.coinafrique.com/categorie/villas?page=18","Vente villas 6 pièces - Rufisque","130 000 000CFA","Rufisque, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-rufisque-4185943"
"1706212345-2702","https://sn.coinafrique.com/categorie/villas?page=18","Vente villa R+1 - Ouest Foire","150 000 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-ouest-foire-4148015"
"1706212345-2703","https://sn.coinafrique.com/categorie/villas?page=18","Vente villas 5 pièces - Mermoz-Sacré Coeur","170 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-mermoz-sacre-coeur-4185043"
"1706212345-2704","https://sn.coinafrique.com/categorie/villas?page=18","Location villa meublée  - Maristes","100 000CFA","Hann Bel-Air, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-maristes-4184973"
"1706212345-2705","https://sn.coinafrique.com/categorie/villas?page=18","Vente villas 7 pièces - Ngaparou","350 000 000CFA","Ngaparou, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villas-7-pieces-ngaparou-4184837"
"1706212345-2706","https://sn.coinafrique.com/categorie/villas?page=18","Location villa 6 pièces - Sipres Mermoz","2 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sipres-mermoz-4144483"
"1706212345-2707","https://sn.coinafrique.com/categorie/villas?page=18","Location villa 8 pièces - Mamelles","1 000 000CFA","Fann-Point E-Amitié, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-mamelles-4184666"
"1706212345-2708","https://sn.coinafrique.com/categorie/villas?page=18","Vente villa - Cité Biagui","386 000 000CFA","Yoff, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-biagui-4142731"
"1706212345-2709","https://sn.coinafrique.com/categorie/villas?page=18","Vente villa - Sicap Liberté 3","180 000 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-sicap-liberte-3-4143321"
"1706212345-2710","https://sn.coinafrique.com/categorie/villas?page=18","Location villa 7 pièces - Mermoz - Sacré coeur","3 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mermoz-sacre-coeur-4143234"
"1706212345-2711","https://sn.coinafrique.com/categorie/villas?page=18","Location villa 6 piéces meublées - Cité Sipres 2","1 200 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-meublees-cite-sipres-2-4146088"
"1706212345-2712","https://sn.coinafrique.com/categorie/villas?page=18","Location villa meublée 6 piéces - Sipres 2","1 200 000CFA","Sipres, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-6-pieces-sipres-2-4145813"
"1706212345-2713","https://sn.coinafrique.com/categorie/villas?page=18","Terrain 150 m2 -  Keur Massar Ville","Prix sur demande","Keur Massar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/terrain-150-m2-keur-massar-ville-4153557"
"1706212345-2714","https://sn.coinafrique.com/categorie/villas?page=18","Location villa 7 piéces - Liberté 6  Extension","800 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-liberte-6-extension-4145538"
"1706212345-2715","https://sn.coinafrique.com/categorie/villas?page=18","Location villa R+1 - Cité Mourtada 2","800 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-r1-cite-mourtada-2-4152454"
"1706212345-2716","https://sn.coinafrique.com/categorie/villas?page=18","Location villas 9 pièces - Sacré-coeur","1 200 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villas-9-pieces-sacre-coeur-4181539"
"1706212345-2717","https://sn.coinafrique.com/categorie/villas?page=18","Location villas 3 pièces - Saly","200 000CFA","Saly, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villas-3-pieces-saly-4181517"
"1706212345-2718","https://sn.coinafrique.com/categorie/villas?page=18","Vente villa 4 pièces","28 900 000CFA","Diamniadio, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-4181441"
"1706212345-2719","https://sn.coinafrique.com/categorie/villas?page=18","Vente villa 4 pièces - Keur Massar","46 000 000CFA","Keur Massar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-4146705"
"1706212345-2720","https://sn.coinafrique.com/categorie/villas?page=18","Location villa 7 pièces - Sipres 2","1 500 000CFA","Sipres, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-sipres-2-4143228"
"1706212345-2721","https://sn.coinafrique.com/categorie/villas?page=18","Vente villas 10 pièces - Mariste","250 000 000CFA","Mariste, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villas-10-pieces-mariste-4180519"
"1706212345-2722","https://sn.coinafrique.com/categorie/villas?page=18","Location villa 4 pièces - Zac mbao","200 000CFA","Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-zac-mbao-4180244"
"1706212345-2723","https://sn.coinafrique.com/categorie/villas?page=18","Location villa  6 pièces - Cite Kebe","300 000CFA","Almadies 2, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-cite-kebe-4180240"
"1706212345-2724","https://sn.coinafrique.com/categorie/villas?page=18","Location villa 7 piéces - Liberté 6  Extension","900 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-liberte-6-extension-4150515"
"1706212345-2725","https://sn.coinafrique.com/categorie/villas?page=18","Vente villa - Liberté 1","400 000 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-liberte-1-4150505"
"1706212345-2726","https://sn.coinafrique.com/categorie/villas?page=18","Vente villa 6 piéces - Cité Mbackiou Faye","180 000 000CFA","Mamelles, Dakar, Sénégal","favorite_border9mois","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-cite-mbackiou-faye-4150497"
