Type_annonce,Nombre_pieces,Prix,Adresse,Image_link
Location,7,4500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4412034_uploaded_image1_1697011256.jpg
Location,7,4500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4410882_uploaded_image1_1696938295.jpg
Vente,4,140000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4446089_uploaded_image1_1699282594.jpg
Vente,11,310000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4446015_uploaded_image1_1699279460.jpg
Vente,10,65000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4445755_uploaded_image1_1699270467.jpg
Location,6,735000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4445320_uploaded_image1_1699239762.jpg
Vente,3,80000000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4407471_uploaded_image1_1696714528.jpg
Vente,4,40000000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4444931_uploaded_image1_1699206444.jpg
Location,5,700000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4409733_uploaded_image1_1696865136.jpg
Vente,4,80000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4419102_uploaded_image1_1697469301.jpg
Vente,4,250000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4409187_uploaded_image1_1696847862.jpg
Location,5,1400000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4409368_uploaded_image1_1696853278.jpg
Location,6,1500000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4405913_uploaded_image1_1696611921.jpg
Location,4,65000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_4444474_uploaded_image1_1699180274.jpg
Vente,4,150000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4410771_uploaded_image1_1696935691.jpg
Vente,3,105000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4441845_uploaded_image1_1699009466.jpg
Location,4,700000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_4441821_uploaded_image1_1699008891.jpg
Vente,7,470000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4441301_uploaded_image1_1698972403.jpg
Vente,6,700000000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_4441140_uploaded_image1_1698960879.jpg
Vente,4,20000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4440837_uploaded_image1_1698948340.jpg
Location,7,1500000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4404211_uploaded_image1_1696521821.jpg
Location,5,1400000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4405286_uploaded_image1_1696586689.jpg
Location,3,130000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4439374_uploaded_image1_1698876603.jpg
Vente,5,386000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4399988_uploaded_image1_1696294354.jpg
Location,9,1300000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4438289_uploaded_image1_1698836926.jpg
Vente,3,57000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4438161_uploaded_image1_1698833243.jpg
Vente,8,130000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4437659_uploaded_image1_1698796158.jpg
Location,5,1400000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4402194_uploaded_image1_1696419634.jpg
Vente,600,45000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4436552_uploaded_image1_1698744391.jpg
Vente,7,320000000,"Toubab Dialao, Sénégal",https://images.coinafrique.com/thumb_4403793_uploaded_image1_1696505605.jpg
Vente,4,100000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4402657_uploaded_image1_1696436894.jpg
Location,6,1500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4401174_uploaded_image1_1696355293.jpg
Vente,4,140000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4435958_uploaded_image1_1698685048.jpg
Location,4,250000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4435543_uploaded_image1_1698664865.jpg
Location,2,320000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4435235_uploaded_image1_1698631602.jpg
Vente,7,400000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4435154_uploaded_image1_1698620756.jpg
Location,12,400000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4399595_uploaded_image1_1696272220.jpg
Location,7,1500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4398990_uploaded_image1_1696249364.jpg
Location,15,4000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4397659_uploaded_image1_1696168164.jpg
Location,8,600000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4434063_uploaded_image1_1698513791.jpg
Location,4,320000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4432880_uploaded_image1_1698416790.jpg
Vente,5,500000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4432756_uploaded_image1_1698411764.jpg
Vente,8,170000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4410887_uploaded_image1_1696938459.jpg
Location,6,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4392203_uploaded_image1_1695756984.jpg
Vente,3,185000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4395797_uploaded_image1_1696009740.jpg
Vente,4,75000000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4391051_uploaded_image1_1695688136.jpg
Vente,9,69000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4429683_uploaded_image1_1698233866.jpg
Vente,5,80000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4429604_uploaded_image1_1698229793.jpg
Vente,8,170000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4428729_uploaded_image1_1698169872.jpg
Location,7,2500000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4393015_uploaded_image1_1695824641.jpg
Vente,3,55000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4427790_uploaded_image1_1698128626.jpg
Location,4,900000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4391617_uploaded_image1_1695729901.11.jpeg
Vente,3,39000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4426406_uploaded_image1_1698047309.jpg
Vente,18,50000000,"Lac rose, Sénégal",https://images.coinafrique.com/thumb_4388487_uploaded_image1_1695495275.jpg
Vente,5,105000000,"Sipres, Dakar, Sénégal",https://images.coinafrique.com/thumb_4426039_uploaded_image1_1698006151.jpg
Vente,5,148000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4425432_uploaded_image1_1697948838.jpg
Location,7,2500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4386605_uploaded_image1_1695376793.jpg
Location,7,2000000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_4389365_uploaded_image1_1695573502.jpg
Vente,3,80000000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4389225_uploaded_image1_1695562433.jpg
Location,6,2000000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4389213_uploaded_image1_1695561764.jpg
Vente,4,40000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4424839_uploaded_image1_1697892593.jpg
Vente,5,250000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4424344_uploaded_image1_1697860306.jpg
Location,6,600000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4385258_uploaded_image1_1695294926.jpg
Vente,5,85000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4424035_uploaded_image1_1697831812.jpg
Vente,12,115000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4423911_uploaded_image1_1697824537.jpg
vente,7,230000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4395549_uploaded_image1_1695996759.jpg
Vente,6,125000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4389542_uploaded_image1_1695584446.jpg
Location,7,1500000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4423141_uploaded_image1_1697794651.jpg
Location,6,2500000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4387546_uploaded_image1_1695418570.jpg
Location,12,4000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4386662_uploaded_image1_1695378776.jpg
Vente,3,75000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4382563_uploaded_image1_1695125281.jpg
Location,6,2500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4382567_uploaded_image1_1695125509.jpg
Location,8,1750000,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4384896_uploaded_image1_1695273236.jpg
Location,6,450000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4383009_uploaded_image1_1695145498.jpg
Location,6,3000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4381200_uploaded_image1_1695038477.jpg
Location,6,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4383832_uploaded_image1_1695210745.jpg
Location,6,700000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4420158_uploaded_image1_1697545951.jpg
Location,9,4500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4398805_uploaded_image1_1696244447.jpg
Vente,3,57000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4419871_uploaded_image1_1697534473.jpg
Vente,9,22000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4419790_uploaded_image1_1697530025.jpg
Location,4,175000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4419639_uploaded_image1_1697506108.jpg
Vente,8,225000000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4383352_uploaded_image1_1695165540.jpg
Vente,5,500000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4390722_uploaded_image1_1695664420.jpg
Vente,4,40000000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4418800_uploaded_image1_1697457570.jpg
Location,4,150000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4418707_uploaded_image3_1697454187.jpeg
Vente,6,114900000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4418433_uploaded_image1_1697438847.jpg
Location,7,2500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4378634_uploaded_image1_1694814928.jpg
Vente,7,220000000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4393334_uploaded_image1_1695838610.jpg
Vente,4,12500000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4417884_uploaded_image1_1697385889.jpg
Location,11,1500000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4384060_uploaded_image1_1695218931.jpg
Location,5,1200000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4400613_uploaded_image1_1696335780.jpg
Vente,3,175000000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4400511_uploaded_image1_1696333221.jpg
Location,7,2500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4377485_uploaded_image1_1694733617.jpg
Location,7,3200000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4391930_uploaded_image1_1695743241.jpg
Location,5,900000,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4391826_uploaded_image1_1695738098.jpg
Villa,5,650000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4382647_uploaded_image1_1695128671.17.jpeg
Vente,6,127000000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4416458_uploaded_image1_1697280508.jpg
Vente,6,225000000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4379593_uploaded_image1_1694890370.jpg
Vente,6,85000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4379553_uploaded_image1_1694886544.jpg
Vente,4,60000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4415578_uploaded_image1_1697211268.jpg
Vente,10,399000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4415303_uploaded_image1_1697198992.jpg
Vente,4,170000000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4378947_uploaded_image1_1694853289.jpg
Location,7,1800000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_4375429_uploaded_image1_1694623623.jpg
Vente,10,470,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4414418_uploaded_image1_1697135784.jpg
Vente,3,40000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4414132_uploaded_image1_1697122275.jpg
Location,3,700000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4374931_uploaded_image1_1694605229.jpg
Vente,4,32000000,"Mboro, Sénégal",https://images.coinafrique.com/thumb_4413224_uploaded_image1_1697057325.jpg
Location,6,2500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4376661_uploaded_image1_1694697362.jpg
Location,5,3000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4412521_uploaded_image1_1697028798.jpg
Location,6,65000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4411866_uploaded_image1_1696997090.jpg
Vente,11,13500000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4411818_uploaded_image1_1696988644.jpg
Vente,3,23000000,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4410610_uploaded_image1_1696929877.jpg
Vente,4,200000000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4374014_uploaded_image1_1694538175.jpg
Vente,4,210000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4374006_uploaded_image1_1694538003.jpg
Location,10,2500000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4371072_uploaded_image1_1694356842.jpg
Vente,4,180000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4409746_uploaded_image1_1696865562.jpg
Vente,2,20000000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4409515_uploaded_image1_1696857424.jpg
Location,6,2500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4373510_uploaded_image1_1694518931.jpg
Location,6,1000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4378110_uploaded_image1_1694785363.jpg
Vente,6,50000000,"Kaolack, Sénégal",https://images.coinafrique.com/thumb_4408226_uploaded_image1_1696777060.jpg
Location,5,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4375066_uploaded_image1_1694608822.jpg
Location,10,3000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4372080_uploaded_image1_1694434492.jpg
Vente,6,110000000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_4408017_uploaded_image1_1696767337.jpg
Vente,6,6500000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4371634_uploaded_image1_1694390326.jpg
Location,10,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4371023_uploaded_image1_1694352198.jpg
Location,6,2700000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4367144_uploaded_image1_1694097808.jpg
Location,5,400000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4373543_uploaded_image1_1694520399.85.jpeg
Location,6,2500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4370050_uploaded_image1_1694268516.jpg
Location,8,4000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4366570_uploaded_image1_1694076554.jpg
Location,5,350000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4404968_uploaded_image1_1696569866.jpg
Location,5,2700000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4365818_uploaded_image1_1694020812.jpg
Location,5,1600000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4365207_uploaded_image1_1693998476.jpg
Vente,8,250000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4404043_uploaded_image1_1696514828.jpg
Vente,4,27000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4402770_uploaded_image1_1696440385.jpg
Vente,3,160,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_4402438_uploaded_image1_1696427752.jpg
Vente,8,175000000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4366907_uploaded_image1_1694089019.jpg
Vente,12,300000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4402017_uploaded_image1_1696413855.jpg
Vente,6,200000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4366603_uploaded_image1_1694078119.jpg
Location,7,1500000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4401738_uploaded_image1_1696398004.jpg
Location,12,1500000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4401572_uploaded_image1_1696374383.jpg
Vente,4,80000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4365884_uploaded_image1_1694023666.jpg
Location,6,800000,"Sipres, Dakar, Sénégal",https://images.coinafrique.com/thumb_4400595_uploaded_image1_1696335209.jpg
Vente,3,45000000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4400581_uploaded_image1_1696334735.jpg
Vente,8,950000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4400260_uploaded_image1_1696324145.jpg
Location,6,1000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4364823_uploaded_image1_1693971339.jpg
Location,6,2500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4363931_uploaded_image1_1693917637.jpg
Location,7,1500000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4399042_uploaded_image1_1696250843.jpg
Location,7,2500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4361543_uploaded_image1_1693756533.jpg
Location,5,5500000,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_4358885_uploaded_image1_1693569178.jpg
Vente,8,950000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4396580_uploaded_image1_1696077383.jpg
Location,9,1100000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4361019_uploaded_image1_1693708429.jpg
Vente,3,40000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4395933_uploaded_image1_1696017181.jpg
Location,9,2500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4357895_uploaded_image1_1693498560.jpg
Location,5,1500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4357602_uploaded_image1_1693487141.jpg
Location,5,3500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4359345_uploaded_image1_1693587045.jpg
Location,6,1000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4356117_uploaded_image1_1693399558.jpg
Vente,5,50000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4394088_uploaded_image1_1695904680.jpg
Vente,6,125000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4393757_uploaded_image1_1695886964.jpg
Vente,3,75000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4393755_uploaded_image1_1695886611.jpg
Location,9,3000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4393445_uploaded_image1_1695846044.jpg
Location,7,800000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4353645_uploaded_image1_1693240049.jpg
Vente,10,230000000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4356115_uploaded_image1_1693399518.jpg
Vente,10,50000000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4391041_uploaded_image1_1695687768.jpg
Vente,4,230000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4390820_uploaded_image1_1695668862.jpg
Vente,6,185000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4354588_uploaded_image1_1693311249.jpg
Location,5,5500000,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_4354335_uploaded_image1_1693300595.jpg
Location,6,2500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4353244_uploaded_image1_1693222128.jpg
Location,6,1200000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4349992_uploaded_image1_1692968066.jpg
Vente,7,260000000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_4352207_uploaded_image1_1693146293.jpg
Vente,4,60000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4349421_uploaded_image1_1692922402.jpg
Location,6,1400000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4347055_uploaded_image1_1692795567.jpg
Vente,5,540000000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4346913_uploaded_image1_1692792010.jpg
Vente,6,150000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4384243_uploaded_image1_1695225469.jpg
Location,6,900000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4348501_uploaded_image1_1692879544.jpg
Vente,9,350000000,"Sipres, Dakar, Sénégal",https://images.coinafrique.com/thumb_4383839_uploaded_image1_1695210973.jpg
Location,5,700000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4383389_uploaded_image1_1695169384.jpg
Vente,19,40000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4383208_uploaded_image1_1695157805.jpg
Vente,4,35000000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4383183_uploaded_image1_1695155702.jpg
Vente,3,125000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4383108_uploaded_image1_1695150385.jpg
Location,6,1500000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4347252_uploaded_image1_1692802506.jpg
Vente,3,70000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4381401_uploaded_image1_1695046222.jpg
Vente,5,65000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4373292_uploaded_image1_1694512924.jpg
Location,10,2300000,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4341091_uploaded_image1_1692378666.jpg
Vente,6,150000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4379479_uploaded_image1_1694881644.jpg
Vente,4,47000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4379234_uploaded_image1_1694866820.jpg
Vente,4,55000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4379174_uploaded_image1_1694864656.jpg
Vente,6,125000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4378577_uploaded_image1_1694811595.jpg
Vente,8,400000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4378314_uploaded_image1_1694794008.jpg
Location,9,2700000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4337777_uploaded_image1_1692201894.jpg
Location,9,1500000,"Sicap foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4377564_uploaded_image1_1694741090.jpg
Vente,3,25000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4377364_uploaded_image1_1694727104.jpg
Location,11,3800000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4341198_uploaded_image1_1692383793.jpg
Location,5,900000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4341102_uploaded_image1_1692379357.jpg
Location,8,2000000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4341090_uploaded_image1_1692378665.jpg
Location,5,1200000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_4337629_uploaded_image1_1692195729.jpg
Vente,6,65000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4376826_uploaded_image1_1694703385.jpg
Vente,6,147000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4343034_uploaded_image1_1692534140.jpg
Vente,8,90000000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4376337_uploaded_image1_1694685641.jpg
Vente,7,100000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4335148_uploaded_image1_1692035605.jpg
Vente,4,35000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4375199_uploaded_image1_1694614105.jpg
Location,5,300000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4375181_uploaded_image1_1694613184.jpg
Vente,7,85000000,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4375171_uploaded_image1_1694612223.jpg
Vente,3,100000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4375078_uploaded_image1_1694609176.jpg
Location,7,2500000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4338677_uploaded_image1_1692268619.jpg
Location,4,600000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4338665_uploaded_image1_1692268252.jpg
Vente,5,90000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4338162_uploaded_image1_1692221257.jpg
Location,8,500000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4372255_uploaded_image1_1694441454.jpg
Vente,3,72000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4371865_uploaded_image1_1694424074.jpg
Vente,6,230000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4338500_uploaded_image1_1692260390.jpg
Location,7,1500000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4371708_uploaded_image1_1694400618.jpg
Location,4,700000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4371499_uploaded_image1_1694381078.jpg
Vente,6,110000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4371202_uploaded_image1_1694361396.jpg
Location,10,2000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4334607_uploaded_image1_1692013639.jpg
Vente,14,150000000,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_4370837_uploaded_image1_1694341904.jpg
Vente,9,440000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4334194_uploaded_image1_1691979512.jpg
Vente,11,300000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4370640_uploaded_image2_1694313538.jpeg
Location,8,700000,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4370616_uploaded_image1_1694306156.jpg
Vente,6,250000000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4334123_uploaded_image1_1691969994.jpg
