Superficie,Prix,Adresse,Img_link
150,15000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4180838_uploaded_image1_1681763175.jpg
150,25000000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4152420_uploaded_image1_1680012392.jpg
271,10000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4180316_uploaded_image1_1681739902.jpg
300,3000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4145946_uploaded_image1_1679576452.jpg
300,3500000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4179625_uploaded_image2_1681694100.jpeg
225,2500000,"Ndiass, Sénégal",https://images.coinafrique.com/thumb_4179623_uploaded_image2_1681693773.jpeg
600,80000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4179390_uploaded_image1_1681675928.jpg
4,517000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4178586_uploaded_image2_1681601351.jpeg
2000,55000000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_4178168_uploaded_image1_1681574148.jpg
300,25000000,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_4178114_uploaded_image1_1681571808.jpg
150,80000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4177891_uploaded_image1_1681560882.jpg
150,75000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4177733_uploaded_image1_1681553272.jpg
600,27000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4177486_uploaded_image1_1681523031.jpg
400,4000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4177416_uploaded_image1_1681515437.jpg
800,25000000,"Touba, Sénégal",https://images.coinafrique.com/thumb_4177258_uploaded_image1_1681504296.jpg
5000,4300000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4136817_uploaded_image1_1678969950.jpg
150,4000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4176932_uploaded_image1_1681487843.jpg
150,2500000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4176466_uploaded_image1_1681469510.49.jpeg
150,4500000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4136417_uploaded_image1_1678949045.jpg
150,10000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4175810_uploaded_image1_1681420385.jpg
200,18000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4138489_uploaded_image1_1679069451.87.jpeg
150,78000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4175484_uploaded_image1_1681400524.jpg
4,30000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4175349_uploaded_image1_1681394280.jpg
200,3000000,"Lac rose, Sénégal",https://images.coinafrique.com/thumb_4175316_uploaded_image1_1681392809.jpg
225,7500000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4174130_uploaded_image1_1681318175.jpg
150,60000000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4136923_uploaded_image1_1678974622.jpg
150,80000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4173797_uploaded_image1_1681304131.jpg
225,2800000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4173693_uploaded_image1_1681300645.jpg
150,5000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4173664_uploaded_image1_1681299341.jpg
225,250000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_4173253_uploaded_image1_1681268904.jpg
183,18000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4138804_uploaded_image1_1679087049.jpg
2,19500000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4172753_uploaded_image1_1681234262.jpg
200,95000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4172410_uploaded_image1_1681222467.jpg
150,9000000,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_4172118_uploaded_image1_1681211993.jpg
150,15000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4171805_uploaded_image1_1681197067.jpg
150,35000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4134682_uploaded_image1_1678836163.jpg
225,125000000,"Sicap foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4134296_uploaded_image1_1678818451.jpg
150,18000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4170996_uploaded_image1_1681137691.jpg
37,1800000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4170718_uploaded_image1_1681124165.jpg
300,4000000,"Toubab Dialao, Sénégal",https://images.coinafrique.com/thumb_4170620_uploaded_image1_1681118225.jpg
150,65000000,"Damel, Dakar, Sénégal",https://images.coinafrique.com/thumb_4170394_uploaded_image1_1681089228.jpg
150,65000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4170389_uploaded_image1_1681088732.jpg
150,9000000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4169919_uploaded_image1_1681060428.jpg
300,6000000,"Malikounda, Sénégal",https://images.coinafrique.com/thumb_4169145_uploaded_image1_1680985742.jpg
11808,16000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4129497_uploaded_image1_1678509394.jpg
425,25000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4168748_uploaded_image1_1680963120.jpg
1300,600000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4168279_uploaded_image1_1680938318.jpg
1000,1000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4126270_uploaded_image1_1678321058.jpg
150,7500000,"Lac rose, Sénégal",https://images.coinafrique.com/thumb_4130380_uploaded_image1_1678558893.jpg
3428,99000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4167519_uploaded_image1_1680883455.jpg
320,23000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4166665_uploaded_image1_1680837441.jpg
3,13000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4166533_uploaded_image1_1680823763.jpg
450,23000000,"Toubab Dialao, Sénégal",https://images.coinafrique.com/thumb_4165790_uploaded_image1_1680789359.jpg
230,110000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4165618_uploaded_image1_1680783533.jpg
2,9000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4164795_uploaded_image1_1680729813.jpg
150,1500000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4163959_uploaded_image1_1680696389.jpg
150,12000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4163662_uploaded_image1_1680684851.jpg
150,3000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4163356_uploaded_image1_1680660354.jpg
282,282000000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4163355_uploaded_image1_1680660203.jpg
150,3000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4163183_uploaded_image1_1680648286.jpg
150,9500000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4163105_uploaded_image1_1680644575.jpg
300,6000000,"Ndiass, Sénégal",https://images.coinafrique.com/thumb_4161571_uploaded_image1_1680558969.jpg
300,3000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4160668_uploaded_image1_1680524982.jpg
150,2900000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4159976_uploaded_image1_1680488470.jpg
250,200000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4120399_uploaded_image1_1677964613.jpg
4800,95000000,"Toubab Dialao, Sénégal",https://images.coinafrique.com/thumb_4159592_uploaded_image1_1680462673.jpg
150,27000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4159444_uploaded_image1_1680455847.jpg
600,900000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4122323_uploaded_image1_1678107737.jpg
205,90000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4118458_uploaded_image1_1677851296.jpg
200,95000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4118452_uploaded_image1_1677851147.jpg
600,70000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4120610_uploaded_image1_1677984487.jpg
225,1800000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4156489_uploaded_image2_1680267739.jpeg
500,5000000,"Touba, Sénégal",https://images.coinafrique.com/thumb_4156063_uploaded_image1_1680241098.jpg
150,15000000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4114517_uploaded_image1_1677674485.jpg
165,70000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4114474_uploaded_image1_1677673380.jpg
500,28000000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_4155299_uploaded_image1_1680187857.jpg
150,6500000,"Lac rose, Sénégal",https://images.coinafrique.com/thumb_4112281_uploaded_image1_1677567988.jpg
150,5500000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4153944_uploaded_image1_1680099295.jpg
150,3500000,"Lac rose, Sénégal",https://images.coinafrique.com/thumb_4153894_uploaded_image1_1680096620.jpg
150,2500000,"Ndiass, Sénégal",https://images.coinafrique.com/thumb_4153826_uploaded_image1_1680094166.jpg
615,16000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4153083_uploaded_image1_1680043989.jpg
150,15000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4123950_uploaded_image1_1678198291.jpg
150,35000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4152000_uploaded_image2_1679996658.jpeg
150,3000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4151696_uploaded_image1_1679972912.jpg
170,150000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4112584_uploaded_image1_1677581344.41.jpeg
150,15000000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4112233_uploaded_image1_1677551911.jpg
4,1000000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4110959_uploaded_image1_1677486966.jpg
567,385000000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4108495_uploaded_image1_1677257590.jpg
3,6000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4148062_uploaded_image1_1679711313.jpg
2,2500000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4147884_uploaded_image1_1679691425.jpg
4000,6000000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4147864_uploaded_image1_1679689868.jpg
150,75000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4147489_uploaded_image1_1679671633.jpg
150,3500000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4147245_uploaded_image1_1679661998.jpg
427,250000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4109023_uploaded_image1_1677312771.jpg
3,55000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4146597_uploaded_image1_1679612481.jpg
1250,25000000,"Fatick, Sénégal",https://images.coinafrique.com/thumb_4146433_uploaded_image1_1679603908.jpg
150,1500000,"Lac rose, Sénégal",https://images.coinafrique.com/thumb_4145797_uploaded_image1_1679570951.jpg
16350,170000000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4107340_uploaded_image1_1677181435.jpg
200,95000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4107259_uploaded_image1_1677177382.jpg
1200,90000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4144662_uploaded_image1_1679497589.jpg
7,40000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4105250_uploaded_image1_1677069072.jpg
150,3700000,"Lac rose, Sénégal",https://images.coinafrique.com/thumb_4143849_uploaded_image1_1679444987.jpg
150,7500000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4106176_uploaded_image1_1677109013.jpg
220,80000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4102946_uploaded_image1_1676926904.jpg
500,20000000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4143459_uploaded_image1_1679421875.jpg
150,15000000,"Lac rose, Sénégal",https://images.coinafrique.com/thumb_4100977_uploaded_image1_1676801014.jpg
500,130000000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4104480_uploaded_image1_1677009576.jpg
150,6000000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4102047_uploaded_image1_1676892462.06.jpeg
150,15000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4104275_uploaded_image1_1677000539.jpg
225,7000000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4141838_uploaded_image1_1679334965.jpg
150,8500000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4141803_uploaded_image2_1679332862.jpeg
200,11500000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4141696_uploaded_image1_1679328262.jpg
290,35000000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4141550_uploaded_image1_1679323886.jpg
150,25000000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4141549_uploaded_image1_1679323840.jpg
150,1500000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4141432_uploaded_image1_1679319991.jpg
3000,130000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4141354_uploaded_image1_1679317434.68.jpeg
200,120000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4140793_uploaded_image1_1679266404.jpg
298,80000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4140327_uploaded_image1_1679231576.jpg
200,22500000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4140307_uploaded_image1_1679230476.jpg
180,7500000,"Lac rose, Sénégal",https://images.coinafrique.com/thumb_4099529_uploaded_image1_1676668220.jpg
150,17000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4099503_uploaded_image1_1676666243.jpg
225,25000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4099504_uploaded_image1_1676666370.jpg
351,140000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4101415_uploaded_image1_1676833402.jpg
150,9000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4138652_uploaded_image1_1679076910.jpg
150,30000000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4138618_uploaded_image1_1679075387.jpg
150,13000000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4138432_uploaded_image1_1679065969.jpg
300,3000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4138175_uploaded_image1_1679053856.jpg
150,15000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4138041_uploaded_image1_1679049734.jpg
150,15000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4096254_uploaded_image1_1676481302.jpg
193,60000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4137319_uploaded_image1_1678990690.jpg
1068,1500000000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4098661_uploaded_image1_1676631235.jpg
150,32000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4136067_uploaded_image1_1678912675.jpg
450,1000000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4134751_uploaded_image1_1678841292.jpg
150,8500000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4096604_uploaded_image1_1676498701.jpg
300,280000000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4134388_uploaded_image1_1678822938.jpg
800,60000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4133658_uploaded_image1_1678795276.32.jpeg
500,30000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4131086_uploaded_image1_1678629434.jpg
150,2700000,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_4130751_uploaded_image1_1678596069.jpg
342,16000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4130640_uploaded_image1_1678576653.jpg
1212,1700000,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_4090038_uploaded_image1_1676057497.jpg
150,20000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4130206_uploaded_image1_1678550187.jpg
150,2300000,"Lac rose, Sénégal",https://images.coinafrique.com/thumb_4114678_uploaded_image1_1677678085.jpg
315,118000000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4129764_uploaded_image1_1678531943.jpg
1200,52000000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_4129195_uploaded_image1_1678483045.jpg
900,42000000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_4129179_uploaded_image1_1678482657.jpg
227,120000000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4128725_uploaded_image1_1678461422.jpg
200,110000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4128627_uploaded_image1_1678457124.jpg
150,6000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4100152_uploaded_image1_1676725103.jpg
180,19000000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4106685_uploaded_image1_1677152651.jpg
150,38000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4128018_uploaded_image1_1678436456.jpg
150,6500000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4127813_uploaded_image1_1678404275.jpg
150,28000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4126666_uploaded_image1_1678360309.jpg
500,325000000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4089057_uploaded_image1_1676017432.jpg
150,6000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4126436_uploaded_image1_1678350163.jpg
150,13200000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4126402_uploaded_image2_1678348049.jpeg
150,22000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4126324_uploaded_image1_1678326954.jpg
505,460000000,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4083941_uploaded_image1_1675767606.jpg
225,2300000,"Ndiass, Sénégal",https://images.coinafrique.com/thumb_4125862_uploaded_image1_1678300197.jpg
150,4000000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4125226_uploaded_image2_1678277449.jpeg
150,30000000,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_4124902_uploaded_image1_1678264654.jpg
151,31000000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4124830_uploaded_image1_1678258683.jpg
150,5500000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4124695_uploaded_image1_1678234218.jpg
150,4000000,"Ndiass, Sénégal",https://images.coinafrique.com/thumb_4086829_uploaded_image1_1675882971.jpg
150,12000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4086824_uploaded_image1_1675882757.jpg
170,135000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4114694_uploaded_image1_1677678457.jpg
150,6500000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4089521_uploaded_image1_1676035425.jpg
450,7500000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4089505_uploaded_image1_1676034856.jpg
265,165000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4098153_uploaded_image1_1676587531.jpg
150,27000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4122832_uploaded_image1_1678127741.jpg
150,3500000,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_4122742_uploaded_image2_1678124255.jpeg
150,15000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4084686_uploaded_image1_1675786926.jpg
150,18000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4122153_uploaded_image1_1678102751.jpg
150,12500000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4122100_uploaded_image1_1678101354.jpg
150,15000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4120529_uploaded_image1_1677974245.jpg
150,40000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4077542_uploaded_image1_1675399887.jpg
200,100000000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4119251_uploaded_image1_1677887876.jpg
150,22000000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4118543_uploaded_image1_1677854363.jpg
150,11500000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4117596_uploaded_image1_1677807086.jpg
200,90000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4117518_uploaded_image1_1677800523.jpg
150,32000000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4117515_uploaded_image1_1677800333.jpg
900,27000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4117384_uploaded_image1_1677794167.jpg
173,95000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4117297_uploaded_image1_1677788269.jpg
150,12000000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4117292_uploaded_image1_1677787955.jpg
150,15000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4117152_uploaded_image1_1677781482.jpg
150,4000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4117073_uploaded_image1_1677779583.jpg
150,30000000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4116950_uploaded_image1_1677773823.jpg
800,42000000,"Tambacounda, Sénégal",https://images.coinafrique.com/thumb_4116061_uploaded_image1_1677748450.jpg
150,2000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4115772_uploaded_image2_1677720379.jpeg
300,15000000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4115507_uploaded_image1_1677705256.jpg
900,700000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4115452_uploaded_image1_1677702762.jpg
150,15000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4115247_uploaded_image1_1677694135.jpg
252,90000000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4076045_uploaded_image1_1675336298.27.jpeg
337,10000000,"Ndiass, Sénégal",https://images.coinafrique.com/thumb_4114359_uploaded_image1_1677670477.jpg
168,16000000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4114334_uploaded_image1_1677669839.jpg
600,4000000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_4114247_uploaded_image1_1677667923.jpg
1700,85000000,"Ngaparou, Sénégal",https://images.coinafrique.com/thumb_4114197_uploaded_image1_1677666482.jpg
200,17000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4114195_uploaded_image1_1677666453.jpg
150,3000000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4113616_uploaded_image1_1677627297.jpg
200,40000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4113431_uploaded_image1_1677615673.jpg
300,9000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4113270_uploaded_image1_1677607613.jpg
202,10000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4112353_uploaded_image1_1677573206.jpg
350,220000000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4073403_uploaded_image1_1675232934.jpg
150,17000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4111347_uploaded_image1_1677502062.jpg
200,13000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4110779_uploaded_image1_1677452863.jpg
3,70000000,"Malikounda, Sénégal",https://images.coinafrique.com/thumb_4110342_uploaded_image1_1677422810.jpg
225,3500000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4070688_uploaded_image1_1675080634.39.jpeg
50,30000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4070684_uploaded_image1_1675080477.48.jpeg
348,80000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4076140_uploaded_image1_1675338995.28.jpeg
250,300000000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4070343_uploaded_image1_1675051649.jpg
300,21000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4072162_uploaded_image1_1675167027.jpg
150,4000000,"Lac rose, Sénégal",https://images.coinafrique.com/thumb_4109204_uploaded_image1_1677323076.jpg
150,8500000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4106913_uploaded_image1_1677161588.jpg
250,18000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4106856_uploaded_image1_1677159568.jpg
150,18000000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4106774_uploaded_image1_1677155895.jpg
150,75000000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4065911_uploaded_image1_1674727638.56.jpeg
300,8000000,"Lac rose, Sénégal",https://images.coinafrique.com/thumb_4098614_uploaded_image1_1676629990.25.jpeg
1200,75000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4067132_uploaded_image1_1674785135.jpg
300,21000000,"Saly, Sénégal",https://images.coinafrique.com/thumb_4106170_uploaded_image1_1677108678.jpg
150,25000000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4106130_uploaded_image1_1677107005.jpg
2,1500000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4105607_uploaded_image1_1677080412.jpg
200,95000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4089689_uploaded_image1_1676042055.37.jpeg
200,85000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4084038_uploaded_image1_1675770731.29.jpeg
224,110000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4084044_uploaded_image1_1675770914.72.jpeg
250,140000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4084035_uploaded_image1_1675770616.68.jpeg
150,26000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4093022_uploaded_image1_1676289132.11.jpeg
230,175000000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4084010_uploaded_image1_1675769772.99.jpeg
628,100000000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4083990_uploaded_image1_1675769279.23.jpeg
14,15000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4065936_uploaded_image1_1674728809.42.jpeg
200,16000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4105073_uploaded_image1_1677063513.37.jpeg
200,120000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4065922_uploaded_image1_1674728147.76.jpeg
153,80000000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4065916_uploaded_image1_1674727915.16.jpeg
150,24000000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4105064_uploaded_image1_1677063073.3.jpeg
150,75000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4104570_uploaded_image1_1677014035.jpg
225,600000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4104476_uploaded_image1_1677009235.jpg
47000,12000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4104146_uploaded_image1_1676995410.jpg
300,200000000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4104101_uploaded_image1_1676993760.jpg
14,16000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4082472_uploaded_image1_1675689186.84.jpeg
150,22000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4103804_uploaded_image1_1676984748.jpg
5000,5000000000,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_4103769_uploaded_image1_1676983323.jpg
160,19000000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4064519_uploaded_image1_1674643402.43.jpeg
