web-scraper-order,web-scraper-start-url,details,prix,adresse,image link,image link-href
"1706212740-2041","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 5 pièces - Mamelles","800 000CFA","Mamelles, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mamelles-4216934"
"1706212740-2042","https://sn.coinafrique.com/categorie/appartements?page=26","Location studio  -  Ouest Foire","200 000CFA","Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-studio-ouest-foire-4251824"
"1706212740-2043","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement - Mamelles","109 600 000CFA","Mamelles, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-mamelles-4251455"
"1706212740-2044","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 5 pièces - Point E","2 000 000CFA","Point E, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-point-e-4213611"
"1706212740-2045","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 2 pièces - Point E","250 000CFA","Point E, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-point-e-4212987"
"1706212740-2046","https://sn.coinafrique.com/categorie/appartements?page=26","Vente appartement 4 pièces  - Mermoz","800 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-mermoz-4251057"
"1706212740-2047","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 3 pièces  -","400 000CFA","Mamelles, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-4250862"
"1706212740-2048","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 3 pièces - Zac MMbao","150 000CFA","Rufisque, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-zac-mmbao-4215469"
"1706212740-2049","https://sn.coinafrique.com/categorie/appartements?page=26","Vente appartements 4 pièces - Almadies","400 000 000CFA","Almadies, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-almadies-4219172"
"1706212740-2050","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 3 pièces - Ouakam","220 000CFA","Ouakam, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouakam-4250399"
"1706212740-2051","https://sn.coinafrique.com/categorie/appartements?page=26","Vente appartements 18 pièces - Yoff Océan","300 000 000CFA","Yoff, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-18-pieces-yoff-ocean-4218945"
"1706212740-2052","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 2 pièces - Point E","350 000CFA","Point E, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-point-e-4250120"
"1706212740-2053","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 4 pièces - Dakar Plateau","900 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-4250056"
"1706212740-2054","https://sn.coinafrique.com/categorie/appartements?page=26","Location  appartement 4 pièces - Almadies","3 000 000CFA","Almadies, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4211982"
"1706212740-2055","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 1 pièces - Ouest foire","Prix sur demande","Ouest Foire, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-1-pieces-ouest-foire-4229925"
"1706212740-2056","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 5 pièces - Point E","1 250 000CFA","Point E, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-point-e-4211632"
"1706212740-2057","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 2 pièces - Point E","650 000CFA","Point E, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-point-e-4249426"
"1706212740-2058","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 4 piéces - Mamelles","900 000CFA","Point E, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4210664"
"1706212740-2059","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 4 pièces - Almadies","850 000CFA","Almadies, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4217136"
"1706212740-2060","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 3 pièces - Dakar Plateau","300 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-dakar-plateau-4248424"
"1706212740-2061","https://sn.coinafrique.com/categorie/appartements?page=26","Vente appartements 4 pièces - Thies","50 000 000CFA","Thies, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-thies-4220932"
"1706212740-2062","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 4 pièces - Dakar Plateau","1 300 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-4247102"
"1706212740-2063","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 4 pièces - Point E","1 250 000CFA","Point E, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-4209164"
"1706212740-2064","https://sn.coinafrique.com/categorie/appartements?page=26","Vente appartement - Dakar Plateau","135 000 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-dakar-plateau-4212236"
"1706212740-2065","https://sn.coinafrique.com/categorie/appartements?page=26","Vente appartement - Dakar Plateau","300 000 000CFA","Dakar Plateau, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-dakar-plateau-4208880"
"1706212740-2066","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 4 pièces - Fann","2 500 000CFA","Fann, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-fann-4208728"
"1706212740-2067","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 3 pièces - Mermoz - Sacré coeur","450 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-4211692"
"1706212740-2068","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 4 pièces - Ouest foire","300 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ouest-foire-4245900"
"1706212740-2069","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement duplex 7 piéces - Cité Isra","1 200 000CFA","Hann Bel-Air, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-duplex-7-pieces-cite-isra-4210722"
"1706212740-2070","https://sn.coinafrique.com/categorie/appartements?page=26","Vente appartements 3 pièces - HLM","45 000 000CFA","HLM, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-3-pieces-hlm-4245186"
"1706212740-2071","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements  4 pièces - Ouest Foire","425 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ouest-foire-4206678"
"1706212740-2072","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 4 pièces - Ouakam","250 000CFA","Ouakam, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ouakam-4206862"
"1706212740-2073","https://sn.coinafrique.com/categorie/appartements?page=26","Location studio - Ngor Allmadies","300 000CFA","Almadies, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-studio-ngor-allmadies-4244830"
"1706212740-2074","https://sn.coinafrique.com/categorie/appartements?page=26","Location studio  - Ngor-Almadies","275 000CFA","Almadies, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-studio-ngor-almadies-4244820"
"1706212740-2075","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 7 pièces - Mamelles","900 000CFA","Mamelles, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-7-pieces-mamelles-4244763"
"1706212740-2076","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 2 pièces - Ouakam","30 000CFA","Ouakam, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-ouakam-4243933"
"1706212740-2077","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 4 piéces - Mermoz","1 400 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-4209166"
"1706212740-2078","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 4 piéces - Yoff","1 300 000CFA","Yoff, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-yoff-4208893"
"1706212740-2079","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 4 pièces - Point E","Prix sur demande","Point E, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-point-e-4243406"
"1706212740-2080","https://sn.coinafrique.com/categorie/appartements?page=26","Location studio - Grand Dakar","150 000CFA","Grand Dakar, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-studio-grand-dakar-4208238"
"1706212740-2081","https://sn.coinafrique.com/categorie/appartements?page=26","Location studio - Grand Dakar","160 000CFA","Grand Dakar, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-studio-grand-dakar-4208234"
"1706212740-2082","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 4 pièces","175 000CFA","Rufisque, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-4242834"
"1706212740-2083","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 4 pièces  -  Ouest Foire","325 000CFA","Ouest Foire, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouest-foire-4242537"
"1706212740-2084","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 5 pièces - Sicap Liberté","2 300 000CFA","Sicap Liberté, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-sicap-liberte-4204515"
"1706212740-2085","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 4 piéces - Sacré coeur","600 000CFA","Sacré-Coeur, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-4207567"
"1706212740-2086","https://sn.coinafrique.com/categorie/appartements?page=26","Vente appartement F4 - Mamelles Cité Mbakiyou Faye","95 000 000CFA","Mamelles, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-f4-mamelles-cite-mbakiyou-faye-4207533"
"1706212740-2087","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement F3 - Mermoz","550 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-mermoz-4207470"
"1706212740-2088","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartements 2 pièces - Ngor","375 000CFA","Ngor, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-ngor-4210368"
"1706212740-2089","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 5 piéces - Point E","260 000 000CFA","Point E, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-point-e-4207416"
"1706212740-2090","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 5 pièces - Almadies","3 000 000CFA","Almadies, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-almadies-4207007"
"1706212740-2091","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement - Zac Mbao","130 000CFA","Rufisque, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-zac-mbao-4206967"
"1706212740-2092","https://sn.coinafrique.com/categorie/appartements?page=26","Location appartement 4 pièces  - Point E","1 500 000CFA","Point E, Dakar, Sénégal","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-4209033"
